,Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
140,Late-demographic dividend,LTE,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,43.919779103266,43.34652085396271,42.216976161538796,40.9175218729118,39.797743732529604,38.098006176590204,36.9653479413301,35.3331571979611,33.390337081808894,31.551311887666397,30.3079518669099,28.877182006469898,27.588596222192102,26.426012736229602,25.035000243492302,23.899191774007,22.6762835889884,21.5844058224829,20.590500623363603,19.9262497735141
141,Lithuania,LTU,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,16.502000808715803,15.913999557495101,15.2069997787476,13.0279998779297,14.913999557495101,15.5539999008179,13.5089998245239,11.5069999694824,11.460000038147,8.59799957275391,5.90299987792969,6.65799999237061,6.48799991607666,6.4569997787475595,6.34499979019165,6.099999904632571,6.74399995803833,6.627999782562259,5.54199981689453,5.40700006484985
142,Luxembourg,LUX,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.6759999990463301,1.4559999704361,1.4900000095367398,1.04100000858307,1.0060000419616701,1.83800005912781,1.48399996757507,1.08500003814697,1.19500005245209,1.14699995517731,1.17499995231628,0.8569999933242801,0.741999983787537,0.8149999976158141,0.892000019550323,0.915000021457672,0.842000007629395,0.745000004768372,0.60699999332428,0.59799998998642
143,Latvia,LVA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,16.6730003356934,15.166999816894501,13.078000068664599,12.3690004348755,12.086000442504899,10.0989999771118,9.88099956512451,7.99599981307983,8.44200038909912,7.781000137329099,5.7610001564025906,6.17999982833862,5.72800016403198,5.342999935150151,4.848999977111821,4.90199995040894,4.46999979019165,5.044000148773191,5.05999994277954,4.9210000038147
144,"Macao SAR, China",MAC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.111000001430511,0.108999997377396,0.143999993801117,0.103000000119209,0.151999995112419,0.12300000339746499,0.224000006914139,0.133000001311302,0.202999994158745,0.0719999969005585,0.0,0.351000010967255,0.232999995350838,0.26300001144409196,0.252000004053116,0.172999992966652,0.19200000166892997,0.273999989032745,0.34000000357627896,0.662000000476837
145,St. Martin (French part),MAF,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
146,Morocco,MAR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,49.6669998168945,52.1539993286133,53.4169998168945,55.4910011291504,57.1570014953613,56.896999359130895,60.44599914550779,61.452999114990206,61.391998291015604,60.1749992370605,59.430999755859396,60.3740005493164,60.6669998168945,61.2089996337891,60.0610008239746,57.2490005493164,56.3979988098145,58.060001373290994,57.2179985046387,56.983001708984396
147,Monaco,MCO,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
148,Moldova,MDA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,47.941001892089794,47.183998107910206,49.9160003662109,50.423000335693395,48.689998626709006,41.773998260498,40.0719985961914,40.175998687744105,32.0120010375977,30.070999145507802,28.3560009002686,24.826000213623,24.448999404907198,24.1060009002686,23.2049999237061,25.3810005187988,26.591999053955103,29.7269992828369,30.3059997558594,29.868000030517603
149,Madagascar,MDG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,79.80799865722659,79.5960006713867,79.2239990234375,78.71299743652341,80.4059982299805,79.3440017700195,81.7620010375977,82.484001159668,80.6480026245117,77.71099853515629,75.5869979858398,74.7900009155273,72.11399841308591,69.2919998168945,66.01999664306639,68.8809967041016,70.8840026855469,72.1719970703125,71.9580001831055,71.984001159668
150,Maldives,MDV,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,9.6850004196167,9.1230001449585,8.84099960327148,5.906000137329099,7.3730001449585,9.206000328063961,8.088000297546388,8.5319995880127,7.513000011444089,5.45900011062622,5.394000053405759,5.81699991226196,6.2729997634887695,4.98799991607666,4.23400020599365,3.45000004768372,2.7750000953674303,2.70799994468689,2.5239999294281,2.44099998474121
151,Middle East & North Africa,MEA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,30.3606545806597,30.7894460733785,32.8576503095513,30.1549276352954,28.902904323878797,30.882270779446,32.4490097576001,32.4808329449949,31.147063918923802,30.853967108400898,30.283620862446604,30.0043954445118,28.580370756283997,27.823767690894105,25.3387191039431,26.1661151663761,26.287709720064896,25.652507028403,24.7355796860531,24.4381869307592
152,Mexico,MEX,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,7.9310002326965305,8.60200023651123,6.73400020599365,5.888000011444089,6.037000179290769,5.10599994659424,5.41099977493286,4.65399980545044,4.51300001144409,4.15899991989136,3.8699998855590803,3.4560000896453897,3.8289999961852996,3.5250000953674303,4.04099988937378,3.6159999370575,3.5980000495910605,3.51300001144409,3.41199994087219,3.5980000495910605
153,Marshall Islands,MHL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
154,Middle income,MIC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,48.816233764235896,48.237535970642796,47.390611531946,46.4282689133453,45.5714442107128,44.4348825891412,43.2690000132226,42.1690091143296,40.324543514057495,38.8386783657404,37.6968947820566,36.3166945954612,34.8462398215059,33.4312625564852,31.840342728465,31.1062247778714,30.3028786024617,29.4984204636662,28.7490146632277,28.2378485595562
155,"Macedonia, FYR",MKD,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,22.3059997558594,22.0200004577637,24.100999832153303,23.378999710082997,24.69700050354,22.1979999542236,16.9449996948242,19.6000003814697,20.326000213623,17.284000396728498,19.169000625610398,18.996000289917,19.225999832153303,18.777999877929698,17.5820007324219,20.2800006866455,18.493999481201197,17.500999450683597,15.762000083923303,15.578000068664599
156,Mali,MLI,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,35.415000915527294,34.626998901367195,33.234001159668004,31.0900001525879,30.951000213623,28.5629997253418,28.5410003662109,33.213001251220696,35.2770004272461,39.916999816894496,44.29499816894529,47.8759994506836,51.9280014038086,56.2809982299805,61.00199890136721,63.7789993286133,66.1490020751953,61.933998107910206,61.262001037597706,56.784000396728494
157,Malta,MLT,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.8740000128746029,0.842000007629395,0.7960000038146969,0.111000001430511,0.0729999989271164,0.5920000076293951,0.866999983787537,0.5889999866485601,0.314000010490417,0.388000011444092,0.39599999785423295,0.45100000500679,0.27599999308586104,0.206000000238419,0.345999985933304,0.46399998664856,0.437999993562698,0.38699999451637296,0.25499999523162803,0.23399999737739605
158,Myanmar,MMR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,76.2590026855469,76.3730010986328,75.629997253418,74.96099853515629,73.838996887207,72.48899841308591,70.81199645996091,69.20200347900389,67.3669967651367,65.8209991455078,63.515998840332,61.5089988708496,59.4900016784668,57.7569999694824,56.0029983520508,54.4770011901855,52.6800003051758,50.2089996337891,49.7649993896484,48.2960014343262
159,Middle East & North Africa (excluding high income),MNA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,36.9760805482521,37.1593731578149,39.625123004773606,36.4801020420884,34.910328238191,37.151498816960604,38.8650941680837,39.0177250995408,37.667240410024,37.2964652301237,36.9544842700581,36.7612667474825,35.5927111292968,34.9542030737111,32.1066369201714,33.2257916632232,33.8028461409733,33.115399632394,31.9364922581956,31.6194642393178
160,Montenegro,MNE,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,8.298999786376951,7.92199993133545,9.28800010681152,8.10799980163574,7.85699987411499,7.29699993133545,8.22200012207031,8.85099983215332,8.185000419616701,8.16899967193604,7.252999782562259,5.24700021743774,5.05999994277954,4.17199993133545,4.98899984359741,2.5940001010894798,4.888999938964839,8.30500030517578,8.26500034332275,8.26799964904785
161,Mongolia,MNG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,52.9609985351563,52.818000793457,51.7750015258789,49.5410003662109,46.818000793457,44.9129981994629,44.9140014648438,44.2760009765625,43.1189994812012,40.148998260498,39.103000640869105,38.64500045776371,32.1520004272461,32.4819984436035,34.094001770019496,28.298999786377,26.193000793457,26.9409999847412,27.926000595092802,28.0459995269775
162,Northern Mariana Islands,MNP,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
163,Mozambique,MOZ,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,91.3679962158203,90.8560028076172,90.65499877929692,90.25499725341801,89.9420013427734,90.0490036010742,89.8570022583008,89.4300003051758,89.21099853515629,88.8669967651367,88.6480026245117,88.44400024414058,87.9860000610352,87.26000213623051,86.2959976196289,85.7919998168945,85.18299865722659,84.9530029296875,84.8450012207031,84.79100036621091
164,Mauritania,MRT,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,88.052001953125,87.6859970092773,87.84100341796879,87.5970001220703,87.7210006713867,87.3809967041016,86.3239974975586,85.46800231933591,86.48400115966801,86.1999969482422,86.0139999389648,85.6510009765625,85.370002746582,85.2220001220703,84.1340026855469,84.1289978027344,83.9049987792969,84.1600036621094,84.3850021362305,84.0869979858398
165,Mauritius,MUS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,10.2740001678467,8.93000030517578,8.77200031280518,8.76500034332275,8.69699954986572,8.51299953460693,8.175999641418459,8.87100028991699,8.11800003051758,7.6360001564025906,7.49200010299683,8.02600002288818,7.3979997634887695,6.19199991226196,6.21099996566772,6.3649997711181605,5.985000133514401,5.71199989318848,6.03800010681152,6.111999988555911
166,Malawi,MWI,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,89.4530029296875,89.5189971923828,89.6689987182617,89.8040008544922,89.3430023193359,88.86599731445308,89.33999633789058,89.36199951171879,88.5189971923828,87.7969970703125,88.6709976196289,89.1100006103516,89.3209991455078,89.83200073242192,90.0380020141602,89.91699981689449,89.9560012817383,89.8089981079102,89.6729965209961,89.64099884033199
167,Malaysia,MYS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,15.123999595642099,13.5749998092651,14.104999542236301,12.03600025177,11.6079998016357,10.947999954223599,10.446000099182099,10.123999595642099,9.97000026702881,9.89500045776367,8.92300033569336,8.94499969482422,8.87199974060059,8.64900016784668,8.25599956512451,8.35999965667725,8.35599994659424,7.875999927520749,6.80700016021729,6.54500007629395
168,North America,NAC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.4500483068939298,1.4450753913169099,1.04303240755578,0.996335885736842,0.9934700558826209,0.9701763802854151,0.917348455283496,0.910911497221331,0.896344301338765,0.8097808217706021,0.8334701354659251,0.8236634163773342,0.8895951237878079,0.906847396728127,0.892775359704673,0.8290955376356051,0.855362611587552,0.897844990967016,0.9115757160888129,0.9107462945976948
169,Namibia,NAM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,36.0340003967285,32.2270011901855,29.0799999237061,28.986999511718803,27.8439998626709,27.347999572753896,25.30299949646,20.648000717163104,15.390000343322802,11.104999542236301,8.4980001449585,16.347999572753903,30.3700008392334,30.770999908447298,26.635999679565398,30.7999992370605,30.2980003356934,23.6800003051758,18.0559997558594,18.25
170,New Caledonia,NCL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,3.9600000381469704,3.5199999809265097,2.96799993515015,2.97099995613098,2.95499992370605,2.9909999370575,2.89299988746643,2.82699990272522,2.64100003242493,2.6449999809265097,2.44400000572205,2.45499992370605,2.3859999179840097,2.3340001106262203,2.20600008964539,2.1640000343322803,2.1340000629425,2.0469999313354497,1.9969999790191697,1.9980000257492099
171,Niger,NER,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,74.3470001220703,74.59300231933591,74.5250015258789,75.1740036010742,75.2770004272461,74.9919967651367,74.68499755859379,74.6669998168945,74.7409973144531,74.6650009155273,74.5240020751953,73.890998840332,74.0279998779297,73.8160018920898,73.1539993286133,72.4960021972656,72.2399978637695,72.2480010986328,71.9810028076172,71.6350021362305
172,Nigeria,NGA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,55.762001037597706,53.4140014648438,51.1020011901855,51.7350006103516,55.8440017700195,52.709999084472706,45.2560005187988,44.448001861572294,42.745998382568395,41.6749992370605,35.7630004882813,30.902999877929698,19.44700050354,22.024999618530302,25.3190002441406,28.1860008239746,26.6879997253418,26.326000213623,26.087999343872102,26.2329998016357
173,Nicaragua,NIC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,9.72599983215332,9.35099983215332,9.343000411987301,9.65499973297119,9.52000045776367,9.66800022125244,10.253000259399402,8.10700035095215,8.35999965667725,8.50899982452393,6.26200008392334,6.93300008773804,8.98600006103516,9.5310001373291,9.3439998626709,9.24600028991699,9.30599975585938,9.03999996185303,8.5019998550415,8.30900001525879
174,Netherlands,NLD,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,2.4159998893737797,2.2699999809265097,2.38299989700317,2.43600010871887,2.0329999923706104,2.00999999046326,2.13499999046326,2.17600011825562,2.0780000686645503,1.8819999694824199,1.76900005340576,1.7139999866485602,1.8389999866485602,1.63300001621246,1.60899996757507,1.23800003528595,1.3949999809265101,1.50800001621246,1.38399994373322,1.34700000286102
175,Norway,NOR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,2.57599997520447,2.4660000801086404,2.31399989128113,2.1579999923706104,1.96899998188019,2.12299990653992,1.74399995803833,1.5930000543594398,1.5019999742507901,1.31700003147125,1.25300002098083,1.19599997997284,1.02600002288818,0.885999977588654,0.842000007629395,0.9309999942779541,1.02400004863739,0.9210000038146969,0.982999980449677,0.96399998664856
176,Nepal,NPL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,86.4209976196289,85.3539962768555,80.995002746582,72.5869979858398,81.3440017700195,82.6389999389648,83.6220016479492,84.4000015258789,84.8030014038086,85.181999206543,84.8710021972656,85.13999938964841,85.2330017089844,85.3820037841797,84.8050003051758,84.2300033569336,83.5690002441406,83.3199996948242,83.3489990234375,82.83399963378909
